timestamp,price_eur_mwh,hour,month,weekday,season
2023-01-08 13:00:00+00:00,126.62,13,1,6,0
2023-01-08 14:00:00+00:00,133.98,14,1,6,0
2023-01-08 15:00:00+00:00,146.08,15,1,6,0
2023-01-08 16:00:00+00:00,158.2,16,1,6,0
2023-01-08 17:00:00+00:00,156.0,17,1,6,0
2023-01-08 18:00:00+00:00,155.2,18,1,6,0
2023-01-08 19:00:00+00:00,141.33,19,1,6,0
2023-01-08 20:00:00+00:00,143.66,20,1,6,0
2023-01-08 21:00:00+00:00,131.8,21,1,6,0
2023-01-08 22:00:00+00:00,113.3,22,1,6,0
2023-01-08 23:00:00+00:00,96.03,23,1,6,0
2023-01-09 00:00:00+00:00,77.52,0,1,0,0
2023-01-09 01:00:00+00:00,55.08,1,1,0,0
2023-01-09 02:00:00+00:00,45.51,2,1,0,0
2023-01-09 03:00:00+00:00,57.28,3,1,0,0
2023-01-09 04:00:00+00:00,118.47,4,1,0,0
2023-01-09 05:00:00+00:00,136.67,5,1,0,0
2023-01-09 06:00:00+00:00,162.31,6,1,0,0
2023-01-09 07:00:00+00:00,175.08,7,1,0,0
2023-01-09 08:00:00+00:00,172.54,8,1,0,0
2023-01-09 09:00:00+00:00,166.07,9,1,0,0
2023-01-09 10:00:00+00:00,172.17,10,1,0,0
2023-01-09 11:00:00+00:00,163.42,11,1,0,0
2023-01-09 12:00:00+00:00,162.35,12,1,0,0
2023-01-09 13:00:00+00:00,162.5,13,1,0,0
2023-01-09 14:00:00+00:00,177.52,14,1,0,0
2023-01-09 15:00:00+00:00,179.82,15,1,0,0
2023-01-09 16:00:00+00:00,182.09,16,1,0,0
2023-01-09 17:00:00+00:00,182.72,17,1,0,0
2023-01-09 18:00:00+00:00,179.93,18,1,0,0
2023-01-09 19:00:00+00:00,167.34,19,1,0,0
2023-01-09 20:00:00+00:00,145.94,20,1,0,0
2023-01-09 21:00:00+00:00,144.32,21,1,0,0
2023-01-09 22:00:00+00:00,139.58,22,1,0,0
2023-01-09 23:00:00+00:00,143.22,23,1,0,0
2023-01-10 00:00:00+00:00,134.37,0,1,1,0
2023-01-10 01:00:00+00:00,128.0,1,1,1,0
2023-01-10 02:00:00+00:00,126.3,2,1,1,0
2023-01-10 03:00:00+00:00,126.69,3,1,1,0
2023-01-10 04:00:00+00:00,139.66,4,1,1,0
2023-01-10 05:00:00+00:00,147.27,5,1,1,0
2023-01-10 06:00:00+00:00,180.15,6,1,1,0
2023-01-10 07:00:00+00:00,185.33,7,1,1,0
2023-01-10 08:00:00+00:00,185.3,8,1,1,0
2023-01-10 09:00:00+00:00,178.61,9,1,1,0
2023-01-10 10:00:00+00:00,168.76,10,1,1,0
2023-01-10 11:00:00+00:00,168.71,11,1,1,0
2023-01-10 12:00:00+00:00,168.0,12,1,1,0
2023-01-10 13:00:00+00:00,174.02,13,1,1,0
2023-01-10 14:00:00+00:00,164.34,14,1,1,0
2023-01-10 15:00:00+00:00,164.92,15,1,1,0
2023-01-10 16:00:00+00:00,179.91,16,1,1,0
2023-01-10 17:00:00+00:00,182.6,17,1,1,0
2023-01-10 18:00:00+00:00,181.98,18,1,1,0
2023-01-10 19:00:00+00:00,184.71,19,1,1,0
2023-01-10 20:00:00+00:00,172.44,20,1,1,0
2023-01-10 21:00:00+00:00,160.97,21,1,1,0
2023-01-10 22:00:00+00:00,154.09,22,1,1,0
2023-01-10 23:00:00+00:00,152.29,23,1,1,0
2023-01-11 00:00:00+00:00,139.36,0,1,2,0
2023-01-11 01:00:00+00:00,135.09,1,1,2,0
2023-01-11 02:00:00+00:00,131.38,2,1,2,0
2023-01-11 03:00:00+00:00,137.09,3,1,2,0
2023-01-11 04:00:00+00:00,154.93,4,1,2,0
2023-01-11 05:00:00+00:00,184.16,5,1,2,0
2023-01-11 06:00:00+00:00,190.28,6,1,2,0
2023-01-11 07:00:00+00:00,180.1,7,1,2,0
2023-01-11 08:00:00+00:00,180.04,8,1,2,0
2023-01-11 09:00:00+00:00,183.07,9,1,2,0
2023-01-11 10:00:00+00:00,188.7,10,1,2,0
2023-01-11 11:00:00+00:00,180.56,11,1,2,0
2023-01-11 12:00:00+00:00,185.87,12,1,2,0
2023-01-11 13:00:00+00:00,189.97,13,1,2,0
2023-01-11 14:00:00+00:00,184.61,14,1,2,0
2023-01-11 15:00:00+00:00,185.89,15,1,2,0
2023-01-11 16:00:00+00:00,188.56,16,1,2,0
2023-01-11 17:00:00+00:00,190.31,17,1,2,0
2023-01-11 18:00:00+00:00,188.84,18,1,2,0
2023-01-11 19:00:00+00:00,190.14,19,1,2,0
2023-01-11 20:00:00+00:00,189.57,20,1,2,0
2023-01-11 21:00:00+00:00,187.89,21,1,2,0
2023-01-11 22:00:00+00:00,172.65,22,1,2,0
2023-01-11 23:00:00+00:00,157.37,23,1,2,0
2023-01-12 00:00:00+00:00,147.67,0,1,3,0
2023-01-12 01:00:00+00:00,141.24,1,1,3,0
2023-01-12 02:00:00+00:00,135.55,2,1,3,0
2023-01-12 03:00:00+00:00,137.15,3,1,3,0
2023-01-12 04:00:00+00:00,143.07,4,1,3,0
2023-01-12 05:00:00+00:00,184.95,5,1,3,0
2023-01-12 06:00:00+00:00,185.55,6,1,3,0
2023-01-12 07:00:00+00:00,185.15,7,1,3,0
2023-01-12 08:00:00+00:00,185.05,8,1,3,0
2023-01-12 09:00:00+00:00,184.91,9,1,3,0
2023-01-12 10:00:00+00:00,179.66,10,1,3,0
2023-01-12 11:00:00+00:00,179.09,11,1,3,0
2023-01-12 12:00:00+00:00,178.03,12,1,3,0
2023-01-12 13:00:00+00:00,179.89,13,1,3,0
2023-01-12 14:00:00+00:00,184.08,14,1,3,0
2023-01-12 15:00:00+00:00,185.04,15,1,3,0
2023-01-12 16:00:00+00:00,185.13,16,1,3,0
2023-01-12 17:00:00+00:00,185.48,17,1,3,0
2023-01-12 18:00:00+00:00,185.27,18,1,3,0
2023-01-12 19:00:00+00:00,185.13,19,1,3,0
2023-01-12 20:00:00+00:00,184.97,20,1,3,0
2023-01-12 21:00:00+00:00,180.28,21,1,3,0
2023-01-12 22:00:00+00:00,174.97,22,1,3,0
2023-01-12 23:00:00+00:00,158.74,23,1,3,0
2023-01-13 00:00:00+00:00,152.51,0,1,4,0
2023-01-13 01:00:00+00:00,136.76,1,1,4,0
2023-01-13 02:00:00+00:00,134.92,2,1,4,0
2023-01-13 03:00:00+00:00,135.32,3,1,4,0
2023-01-13 04:00:00+00:00,153.71,4,1,4,0
2023-01-13 05:00:00+00:00,179.33,5,1,4,0
2023-01-13 06:00:00+00:00,184.53,6,1,4,0
2023-01-13 07:00:00+00:00,183.43,7,1,4,0
2023-01-13 08:00:00+00:00,184.41,8,1,4,0
2023-01-13 09:00:00+00:00,185.1,9,1,4,0
2023-01-13 10:00:00+00:00,182.45,10,1,4,0
2023-01-13 11:00:00+00:00,182.0,11,1,4,0
2023-01-13 12:00:00+00:00,176.86,12,1,4,0
2023-01-13 13:00:00+00:00,176.84,13,1,4,0
2023-01-13 14:00:00+00:00,173.47,14,1,4,0
2023-01-13 15:00:00+00:00,182.0,15,1,4,0
2023-01-13 16:00:00+00:00,184.55,16,1,4,0
2023-01-13 17:00:00+00:00,182.37,17,1,4,0
2023-01-13 18:00:00+00:00,181.51,18,1,4,0
2023-01-13 19:00:00+00:00,178.94,19,1,4,0
2023-01-13 20:00:00+00:00,158.89,20,1,4,0
2023-01-13 21:00:00+00:00,156.95,21,1,4,0
2023-01-13 22:00:00+00:00,155.69,22,1,4,0
2023-01-13 23:00:00+00:00,158.0,23,1,4,0
2023-01-14 00:00:00+00:00,155.84,0,1,5,0
2023-01-14 01:00:00+00:00,153.72,1,1,5,0
2023-01-14 02:00:00+00:00,151.49,2,1,5,0
2023-01-14 03:00:00+00:00,150.07,3,1,5,0
2023-01-14 04:00:00+00:00,154.56,4,1,5,0
2023-01-14 05:00:00+00:00,157.8,5,1,5,0
2023-01-14 06:00:00+00:00,155.74,6,1,5,0
2023-01-14 07:00:00+00:00,161.07,7,1,5,0
2023-01-14 08:00:00+00:00,162.25,8,1,5,0
2023-01-14 09:00:00+00:00,161.1,9,1,5,0
2023-01-14 10:00:00+00:00,161.13,10,1,5,0
2023-01-14 11:00:00+00:00,155.89,11,1,5,0
2023-01-14 12:00:00+00:00,153.95,12,1,5,0
2023-01-14 13:00:00+00:00,155.89,13,1,5,0
2023-01-14 14:00:00+00:00,163.83,14,1,5,0
2023-01-14 15:00:00+00:00,170.25,15,1,5,0
2023-01-14 16:00:00+00:00,170.53,16,1,5,0
2023-01-14 17:00:00+00:00,182.36,17,1,5,0
2023-01-14 18:00:00+00:00,179.89,18,1,5,0
2023-01-14 19:00:00+00:00,179.05,19,1,5,0
2023-01-14 20:00:00+00:00,161.01,20,1,5,0
2023-01-14 21:00:00+00:00,161.02,21,1,5,0
2023-01-14 22:00:00+00:00,153.31,22,1,5,0
2023-01-14 23:00:00+00:00,154.98,23,1,5,0
2023-01-15 00:00:00+00:00,148.75,0,1,6,0
2023-01-15 01:00:00+00:00,141.01,1,1,6,0
2023-01-15 02:00:00+00:00,139.61,2,1,6,0
2023-01-15 03:00:00+00:00,140.25,3,1,6,0
2023-01-15 04:00:00+00:00,135.01,4,1,6,0
2023-01-15 05:00:00+00:00,144.77,5,1,6,0
2023-01-15 06:00:00+00:00,154.65,6,1,6,0
2023-01-15 07:00:00+00:00,155.82,7,1,6,0
2023-01-15 08:00:00+00:00,164.6,8,1,6,0
2023-01-15 09:00:00+00:00,157.77,9,1,6,0
2023-01-15 10:00:00+00:00,151.03,10,1,6,0
2023-01-15 11:00:00+00:00,150.14,11,1,6,0
2023-01-15 12:00:00+00:00,143.91,12,1,6,0
2023-01-15 13:00:00+00:00,147.49,13,1,6,0
2023-01-15 14:00:00+00:00,156.16,14,1,6,0
2023-01-15 15:00:00+00:00,164.0,15,1,6,0
2023-01-15 16:00:00+00:00,180.55,16,1,6,0
2023-01-15 17:00:00+00:00,182.08,17,1,6,0
2023-01-15 18:00:00+00:00,182.34,18,1,6,0
2023-01-15 19:00:00+00:00,180.76,19,1,6,0
2023-01-15 20:00:00+00:00,171.39,20,1,6,0
2023-01-15 21:00:00+00:00,164.62,21,1,6,0
2023-01-15 22:00:00+00:00,150.16,22,1,6,0
2023-01-15 23:00:00+00:00,78.34,23,1,6,0
2023-01-16 00:00:00+00:00,83.01,0,1,0,0
2023-01-16 01:00:00+00:00,83.82,1,1,0,0
2023-01-16 02:00:00+00:00,77.69,2,1,0,0
2023-01-16 03:00:00+00:00,83.81,3,1,0,0
2023-01-16 04:00:00+00:00,130.29,4,1,0,0
2023-01-16 05:00:00+00:00,153.97,5,1,0,0
2023-01-16 06:00:00+00:00,174.27,6,1,0,0
2023-01-16 07:00:00+00:00,187.13,7,1,0,0
2023-01-16 08:00:00+00:00,185.33,8,1,0,0
2023-01-16 09:00:00+00:00,181.88,9,1,0,0
2023-01-16 10:00:00+00:00,177.41,10,1,0,0
2023-01-16 11:00:00+00:00,172.65,11,1,0,0
2023-01-16 12:00:00+00:00,172.94,12,1,0,0
2023-01-16 13:00:00+00:00,172.52,13,1,0,0
2023-01-16 14:00:00+00:00,178.92,14,1,0,0
2023-01-16 15:00:00+00:00,181.63,15,1,0,0
2023-01-16 16:00:00+00:00,187.98,16,1,0,0
2023-01-16 17:00:00+00:00,187.96,17,1,0,0
2023-01-16 18:00:00+00:00,185.34,18,1,0,0
2023-01-16 19:00:00+00:00,176.62,19,1,0,0
2023-01-16 20:00:00+00:00,161.9,20,1,0,0
2023-01-16 21:00:00+00:00,155.7,21,1,0,0
2023-01-16 22:00:00+00:00,151.56,22,1,0,0
2023-01-16 23:00:00+00:00,152.38,23,1,0,0
2023-01-17 00:00:00+00:00,146.56,0,1,1,0
2023-01-17 01:00:00+00:00,142.71,1,1,1,0
2023-01-17 02:00:00+00:00,135.3,2,1,1,0
2023-01-17 03:00:00+00:00,135.05,3,1,1,0
2023-01-17 04:00:00+00:00,151.37,4,1,1,0
2023-01-17 05:00:00+00:00,159.78,5,1,1,0
2023-01-17 06:00:00+00:00,194.28,6,1,1,0
2023-01-17 07:00:00+00:00,204.29,7,1,1,0
2023-01-17 08:00:00+00:00,203.74,8,1,1,0
2023-01-17 09:00:00+00:00,201.81,9,1,1,0
2023-01-17 10:00:00+00:00,200.94,10,1,1,0
2023-01-17 11:00:00+00:00,187.03,11,1,1,0
2023-01-17 12:00:00+00:00,182.9,12,1,1,0
2023-01-17 13:00:00+00:00,180.57,13,1,1,0
2023-01-17 14:00:00+00:00,183.25,14,1,1,0
2023-01-17 15:00:00+00:00,186.31,15,1,1,0
2023-01-17 16:00:00+00:00,198.39,16,1,1,0
2023-01-17 17:00:00+00:00,198.98,17,1,1,0
2023-01-17 18:00:00+00:00,193.93,18,1,1,0
2023-01-17 19:00:00+00:00,184.36,19,1,1,0
2023-01-17 20:00:00+00:00,167.11,20,1,1,0
2023-01-17 21:00:00+00:00,155.64,21,1,1,0
2023-01-17 22:00:00+00:00,147.66,22,1,1,0
2023-01-17 23:00:00+00:00,148.31,23,1,1,0
2023-01-18 00:00:00+00:00,138.93,0,1,2,0
2023-01-18 01:00:00+00:00,135.98,1,1,2,0
2023-01-18 02:00:00+00:00,129.5,2,1,2,0
2023-01-18 03:00:00+00:00,133.13,3,1,2,0
2023-01-18 04:00:00+00:00,147.41,4,1,2,0
2023-01-18 05:00:00+00:00,171.71,5,1,2,0
2023-01-18 06:00:00+00:00,195.92,6,1,2,0
2023-01-18 07:00:00+00:00,203.18,7,1,2,0
2023-01-18 08:00:00+00:00,196.18,8,1,2,0
2023-01-18 09:00:00+00:00,190.09,9,1,2,0
2023-01-18 10:00:00+00:00,181.68,10,1,2,0
2023-01-18 11:00:00+00:00,169.94,11,1,2,0
2023-01-18 12:00:00+00:00,159.26,12,1,2,0
2023-01-18 13:00:00+00:00,165.52,13,1,2,0
2023-01-18 14:00:00+00:00,169.93,14,1,2,0
2023-01-18 15:00:00+00:00,177.23,15,1,2,0
2023-01-18 16:00:00+00:00,188.97,16,1,2,0
2023-01-18 17:00:00+00:00,195.05,17,1,2,0
2023-01-18 18:00:00+00:00,193.9,18,1,2,0
2023-01-18 19:00:00+00:00,177.08,19,1,2,0
2023-01-18 20:00:00+00:00,161.03,20,1,2,0
2023-01-18 21:00:00+00:00,159.13,21,1,2,0
2023-01-18 22:00:00+00:00,151.08,22,1,2,0
2023-01-18 23:00:00+00:00,147.2,23,1,2,0
2023-01-19 00:00:00+00:00,145.31,0,1,3,0
2023-01-19 01:00:00+00:00,142.93,1,1,3,0
2023-01-19 02:00:00+00:00,140.18,2,1,3,0
2023-01-19 03:00:00+00:00,139.12,3,1,3,0
2023-01-19 04:00:00+00:00,146.57,4,1,3,0
2023-01-19 05:00:00+00:00,169.43,5,1,3,0
2023-01-19 06:00:00+00:00,185.55,6,1,3,0
2023-01-19 07:00:00+00:00,190.0,7,1,3,0
2023-01-19 08:00:00+00:00,189.15,8,1,3,0
2023-01-19 09:00:00+00:00,190.57,9,1,3,0
2023-01-19 10:00:00+00:00,187.28,10,1,3,0
2023-01-19 11:00:00+00:00,179.83,11,1,3,0
2023-01-19 12:00:00+00:00,173.02,12,1,3,0
2023-01-19 13:00:00+00:00,174.31,13,1,3,0
2023-01-19 14:00:00+00:00,176.93,14,1,3,0
2023-01-19 15:00:00+00:00,180.96,15,1,3,0
2023-01-19 16:00:00+00:00,187.2,16,1,3,0
2023-01-19 17:00:00+00:00,188.95,17,1,3,0
2023-01-19 18:00:00+00:00,187.27,18,1,3,0
2023-01-19 19:00:00+00:00,183.74,19,1,3,0
2023-01-19 20:00:00+00:00,170.88,20,1,3,0
2023-01-19 21:00:00+00:00,164.12,21,1,3,0
2023-01-19 22:00:00+00:00,156.1,22,1,3,0
2023-01-19 23:00:00+00:00,159.09,23,1,3,0
2023-01-20 00:00:00+00:00,157.04,0,1,4,0
2023-01-20 01:00:00+00:00,152.9,1,1,4,0
2023-01-20 02:00:00+00:00,151.88,2,1,4,0
2023-01-20 03:00:00+00:00,150.85,3,1,4,0
2023-01-20 04:00:00+00:00,156.43,4,1,4,0
2023-01-20 05:00:00+00:00,181.55,5,1,4,0
2023-01-20 06:00:00+00:00,206.27,6,1,4,0
2023-01-20 07:00:00+00:00,228.85,7,1,4,0
2023-01-20 08:00:00+00:00,225.3,8,1,4,0
2023-01-20 09:00:00+00:00,211.25,9,1,4,0
2023-01-20 10:00:00+00:00,199.28,10,1,4,0
2023-01-20 11:00:00+00:00,193.21,11,1,4,0
2023-01-20 12:00:00+00:00,190.21,12,1,4,0
2023-01-20 13:00:00+00:00,189.9,13,1,4,0
2023-01-20 14:00:00+00:00,192.89,14,1,4,0
2023-01-20 15:00:00+00:00,197.68,15,1,4,0
2023-01-20 16:00:00+00:00,213.67,16,1,4,0
2023-01-20 17:00:00+00:00,215.47,17,1,4,0
2023-01-20 18:00:00+00:00,207.76,18,1,4,0
2023-01-20 19:00:00+00:00,190.03,19,1,4,0
2023-01-20 20:00:00+00:00,176.45,20,1,4,0
2023-01-20 21:00:00+00:00,175.02,21,1,4,0
2023-01-20 22:00:00+00:00,160.68,22,1,4,0
