timestamp,load_gw
2023-01-08T06:00:00Z,7.2193
2023-01-08T07:00:00Z,7.9816
2023-01-08T08:00:00Z,9.1159
2023-01-08T09:00:00Z,8.9134
2023-01-08T10:00:00Z,8.9277
2023-01-08T11:00:00Z,8.0282
2023-01-08T12:00:00Z,7.22
2023-01-08T13:00:00Z,7.4208
2023-01-08T14:00:00Z,7.3937
2023-01-08T15:00:00Z,7.6821
2023-01-08T16:00:00Z,7.531
2023-01-08T17:00:00Z,8.0034
2023-01-08T18:00:00Z,9.17
2023-01-08T19:00:00Z,9.4722
2023-01-08T20:00:00Z,9.0854
2023-01-08T21:00:00Z,8.1666
2023-01-08T22:00:00Z,7.9118
2023-01-08T23:00:00Z,7.4005
2023-01-09T00:00:00Z,8.5642
2023-01-09T01:00:00Z,8.2587
2023-01-09T02:00:00Z,7.8028
2023-01-09T03:00:00Z,6.4414
2023-01-09T04:00:00Z,6.7086
2023-01-09T05:00:00Z,7.1764
2023-01-09T06:00:00Z,8.2495
2023-01-09T07:00:00Z,9.1628
2023-01-09T08:00:00Z,9.3962
2023-01-09T09:00:00Z,10.0468
2023-01-09T10:00:00Z,9.355
2023-01-09T11:00:00Z,9.5106
2023-01-09T12:00:00Z,8.0022
2023-01-09T13:00:00Z,7.5985
2023-01-09T14:00:00Z,7.5475
2023-01-09T15:00:00Z,7.827
2023-01-09T16:00:00Z,8.0284
2023-01-09T17:00:00Z,9.5754
2023-01-09T18:00:00Z,9.7033
2023-01-09T19:00:00Z,9.7972
2023-01-09T20:00:00Z,10.1355
2023-01-09T21:00:00Z,8.8126
2023-01-09T22:00:00Z,7.9926
2023-01-09T23:00:00Z,8.3524
2023-01-10T00:00:00Z,8.1798
2023-01-10T01:00:00Z,7.7949
2023-01-10T02:00:00Z,8.0274
2023-01-10T03:00:00Z,6.9684
2023-01-10T04:00:00Z,7.013
2023-01-10T05:00:00Z,7.2011
2023-01-10T06:00:00Z,8.4739
2023-01-10T07:00:00Z,8.8823
2023-01-10T08:00:00Z,9.1505
2023-01-10T09:00:00Z,10.5345
2023-01-10T10:00:00Z,9.3599
2023-01-10T11:00:00Z,8.8645
2023-01-10T12:00:00Z,8.1916
2023-01-10T13:00:00Z,8.0657
2023-01-10T14:00:00Z,8.1155
2023-01-10T15:00:00Z,8.1547
2023-01-10T16:00:00Z,8.5625
2023-01-10T17:00:00Z,9.5262
2023-01-10T18:00:00Z,9.7651
2023-01-10T19:00:00Z,9.8301
2023-01-10T20:00:00Z,9.4465
2023-01-10T21:00:00Z,8.7888
2023-01-10T22:00:00Z,7.8614
2023-01-10T23:00:00Z,8.3372
2023-01-11T00:00:00Z,7.8433
2023-01-11T01:00:00Z,7.8321
2023-01-11T02:00:00Z,7.6045
2023-01-11T03:00:00Z,6.5107
2023-01-11T04:00:00Z,6.2695
2023-01-11T05:00:00Z,7.2527
2023-01-11T06:00:00Z,8.1918
2023-01-11T07:00:00Z,8.7165
2023-01-11T08:00:00Z,10.0596
2023-01-11T09:00:00Z,9.4079
2023-01-11T10:00:00Z,9.4202
2023-01-11T11:00:00Z,8.8549
2023-01-11T12:00:00Z,7.5638
2023-01-11T13:00:00Z,8.708
2023-01-11T14:00:00Z,8.1526
2023-01-11T15:00:00Z,7.7808
2023-01-11T16:00:00Z,8.9795
2023-01-11T17:00:00Z,9.1643
2023-01-11T18:00:00Z,9.9301
2023-01-11T19:00:00Z,10.0179
2023-01-11T20:00:00Z,9.8331
2023-01-11T21:00:00Z,8.5308
2023-01-11T22:00:00Z,8.6022
2023-01-11T23:00:00Z,7.9773
2023-01-12T00:00:00Z,8.033
2023-01-12T01:00:00Z,8.286
2023-01-12T02:00:00Z,7.6905
2023-01-12T03:00:00Z,7.0084
2023-01-12T04:00:00Z,6.6109
2023-01-12T05:00:00Z,6.8303
2023-01-12T06:00:00Z,8.257
2023-01-12T07:00:00Z,9.3125
2023-01-12T08:00:00Z,9.7441
2023-01-12T09:00:00Z,10.0651
2023-01-12T10:00:00Z,9.2605
2023-01-12T11:00:00Z,8.6638
2023-01-12T12:00:00Z,7.9695
2023-01-12T13:00:00Z,8.4964
2023-01-12T14:00:00Z,7.9665
2023-01-12T15:00:00Z,8.5141
2023-01-12T16:00:00Z,8.1296
2023-01-12T17:00:00Z,8.8573
2023-01-12T18:00:00Z,9.8298
2023-01-12T19:00:00Z,10.4764
2023-01-12T20:00:00Z,9.8194
2023-01-12T21:00:00Z,9.0519
2023-01-12T22:00:00Z,8.3686
2023-01-12T23:00:00Z,8.1428
2023-01-13T00:00:00Z,7.6578
2023-01-13T01:00:00Z,7.9496
2023-01-13T02:00:00Z,7.5491
2023-01-13T03:00:00Z,6.9126
2023-01-13T04:00:00Z,6.6756
2023-01-13T05:00:00Z,6.8461
2023-01-13T06:00:00Z,7.9809
2023-01-13T07:00:00Z,8.7603
2023-01-13T08:00:00Z,9.6416
2023-01-13T09:00:00Z,10.0351
2023-01-13T10:00:00Z,9.237
2023-01-13T11:00:00Z,9.0999
2023-01-13T12:00:00Z,9.0215
2023-01-13T13:00:00Z,7.6854
2023-01-13T14:00:00Z,7.7937
2023-01-13T15:00:00Z,7.83
2023-01-13T16:00:00Z,8.2804
2023-01-13T17:00:00Z,9.4754
2023-01-13T18:00:00Z,9.8052
2023-01-13T19:00:00Z,9.9916
2023-01-13T20:00:00Z,9.9877
2023-01-13T21:00:00Z,8.8086
2023-01-13T22:00:00Z,8.7007
2023-01-13T23:00:00Z,8.1813
2023-01-14T00:00:00Z,7.6094
2023-01-14T01:00:00Z,6.927
2023-01-14T02:00:00Z,7.7144
2023-01-14T03:00:00Z,6.377
2023-01-14T04:00:00Z,5.9243
2023-01-14T05:00:00Z,6.2349
2023-01-14T06:00:00Z,6.9886
2023-01-14T07:00:00Z,7.7891
2023-01-14T08:00:00Z,8.6756
2023-01-14T09:00:00Z,8.7605
2023-01-14T10:00:00Z,8.8085
2023-01-14T11:00:00Z,7.8763
2023-01-14T12:00:00Z,7.7881
2023-01-14T13:00:00Z,7.6135
2023-01-14T14:00:00Z,7.031
2023-01-14T15:00:00Z,7.6519
2023-01-14T16:00:00Z,7.4928
2023-01-14T17:00:00Z,8.5352
2023-01-14T18:00:00Z,9.1327
2023-01-14T19:00:00Z,9.7367
2023-01-14T20:00:00Z,8.7021
2023-01-14T21:00:00Z,8.1565
2023-01-14T22:00:00Z,7.9991
2023-01-14T23:00:00Z,7.1043
2023-01-15T00:00:00Z,6.5816
2023-01-15T01:00:00Z,6.5426
2023-01-15T02:00:00Z,6.0532
2023-01-15T03:00:00Z,5.4954
2023-01-15T04:00:00Z,5.6044
2023-01-15T05:00:00Z,6.6338
2023-01-15T06:00:00Z,7.0736
2023-01-15T07:00:00Z,8.1465
2023-01-15T08:00:00Z,8.6834
2023-01-15T09:00:00Z,9.0022
2023-01-15T10:00:00Z,8.6732
2023-01-15T11:00:00Z,8.0719
2023-01-15T12:00:00Z,7.7401
2023-01-15T13:00:00Z,6.9739
2023-01-15T14:00:00Z,7.5458
2023-01-15T15:00:00Z,7.5701
2023-01-15T16:00:00Z,7.5057
2023-01-15T17:00:00Z,8.4302
2023-01-15T18:00:00Z,8.7908
2023-01-15T19:00:00Z,9.2388
2023-01-15T20:00:00Z,9.0481
2023-01-15T21:00:00Z,8.1315
2023-01-15T22:00:00Z,7.429
2023-01-15T23:00:00Z,7.0879
2023-01-16T00:00:00Z,7.8255
2023-01-16T01:00:00Z,8.2071
2023-01-16T02:00:00Z,7.0221
2023-01-16T03:00:00Z,7.0354
2023-01-16T04:00:00Z,6.457
2023-01-16T05:00:00Z,7.2686
2023-01-16T06:00:00Z,8.1608
2023-01-16T07:00:00Z,8.0147
2023-01-16T08:00:00Z,9.6918
2023-01-16T09:00:00Z,9.8969
2023-01-16T10:00:00Z,9.5302
2023-01-16T11:00:00Z,8.7836
2023-01-16T12:00:00Z,8.6577
2023-01-16T13:00:00Z,8.0028
2023-01-16T14:00:00Z,8.5931
2023-01-16T15:00:00Z,8.2635
2023-01-16T16:00:00Z,9.0055
2023-01-16T17:00:00Z,8.7529
2023-01-16T18:00:00Z,9.2744
2023-01-16T19:00:00Z,10.4144
2023-01-16T20:00:00Z,10.057
2023-01-16T21:00:00Z,8.9991
2023-01-16T22:00:00Z,7.902
2023-01-16T23:00:00Z,7.9553
2023-01-17T00:00:00Z,8.1782
2023-01-17T01:00:00Z,7.8701
2023-01-17T02:00:00Z,7.5703
2023-01-17T03:00:00Z,6.877
2023-01-17T04:00:00Z,6.2477
2023-01-17T05:00:00Z,6.8904
2023-01-17T06:00:00Z,7.5783
2023-01-17T07:00:00Z,9.3799
2023-01-17T08:00:00Z,9.3738
2023-01-17T09:00:00Z,9.9429
2023-01-17T10:00:00Z,9.2171
2023-01-17T11:00:00Z,9.1625
2023-01-17T12:00:00Z,7.8398
2023-01-17T13:00:00Z,8.4029
2023-01-17T14:00:00Z,8.0321
2023-01-17T15:00:00Z,8.7273
2023-01-17T16:00:00Z,7.9722
2023-01-17T17:00:00Z,9.0115
2023-01-17T18:00:00Z,9.9114
2023-01-17T19:00:00Z,10.5699
2023-01-17T20:00:00Z,9.6744
2023-01-17T21:00:00Z,9.0145
2023-01-17T22:00:00Z,7.7209
2023-01-17T23:00:00Z,7.8406
2023-01-18T00:00:00Z,8.1282
2023-01-18T01:00:00Z,8.2566
2023-01-18T02:00:00Z,7.5206
2023-01-18T03:00:00Z,7.5466
2023-01-18T04:00:00Z,7.056
2023-01-18T05:00:00Z,7.0321
2023-01-18T06:00:00Z,7.2822
2023-01-18T07:00:00Z,8.3162
2023-01-18T08:00:00Z,9.2831
2023-01-18T09:00:00Z,10.1344
2023-01-18T10:00:00Z,9.6167
2023-01-18T11:00:00Z,8.2959
2023-01-18T12:00:00Z,8.3331
2023-01-18T13:00:00Z,8.6107
2023-01-18T14:00:00Z,7.9303
2023-01-18T15:00:00Z,7.8691
2023-01-18T16:00:00Z,8.9806
2023-01-18T17:00:00Z,9.0046
2023-01-18T18:00:00Z,9.6575
2023-01-18T19:00:00Z,10.3051
2023-01-18T20:00:00Z,9.8064
2023-01-18T21:00:00Z,8.8598
2023-01-18T22:00:00Z,8.7262
2023-01-18T23:00:00Z,8.4244
2023-01-19T00:00:00Z,8.245
2023-01-19T01:00:00Z,7.8945
2023-01-19T02:00:00Z,7.9492
2023-01-19T03:00:00Z,6.9148
2023-01-19T04:00:00Z,6.6679
2023-01-19T05:00:00Z,7.3604
2023-01-19T06:00:00Z,8.2489
2023-01-19T07:00:00Z,9.3864
2023-01-19T08:00:00Z,9.6518
2023-01-19T09:00:00Z,9.2944
2023-01-19T10:00:00Z,9.1756
2023-01-19T11:00:00Z,9.3292
2023-01-19T12:00:00Z,8.3024
2023-01-19T13:00:00Z,8.2427
2023-01-19T14:00:00Z,7.7873
2023-01-19T15:00:00Z,8.3944
2023-01-19T16:00:00Z,8.2487
2023-01-19T17:00:00Z,9.426
2023-01-19T18:00:00Z,9.6415
2023-01-19T19:00:00Z,10.5354
2023-01-19T20:00:00Z,10.0035
2023-01-19T21:00:00Z,8.7718
2023-01-19T22:00:00Z,8.6934
2023-01-19T23:00:00Z,7.8192
2023-01-20T00:00:00Z,7.746
2023-01-20T01:00:00Z,8.1419
2023-01-20T02:00:00Z,7.4175
2023-01-20T03:00:00Z,6.7515
2023-01-20T04:00:00Z,6.4247
2023-01-20T05:00:00Z,6.7502
2023-01-20T06:00:00Z,8.3197
2023-01-20T07:00:00Z,9.032
2023-01-20T08:00:00Z,9.4956
2023-01-20T09:00:00Z,9.7671
2023-01-20T10:00:00Z,9.6587
2023-01-20T11:00:00Z,9.4538
2023-01-20T12:00:00Z,8.663
2023-01-20T13:00:00Z,7.9742
2023-01-20T14:00:00Z,8.276
2023-01-20T15:00:00Z,8.0585
2023-01-20T16:00:00Z,8.3045
2023-01-20T17:00:00Z,9.5485
2023-01-20T18:00:00Z,9.6755
2023-01-20T19:00:00Z,10.0562
2023-01-20T20:00:00Z,9.2156
2023-01-20T21:00:00Z,8.5678
2023-01-20T22:00:00Z,8.499
2023-01-20T23:00:00Z,7.8812
2023-01-21T00:00:00Z,7.3474
2023-01-21T01:00:00Z,6.7909
2023-01-21T02:00:00Z,6.5749
2023-01-21T03:00:00Z,6.332
2023-01-21T04:00:00Z,6.1662
2023-01-21T05:00:00Z,6.428
2023-01-21T06:00:00Z,7.5656
2023-01-21T07:00:00Z,8.5608
2023-01-21T08:00:00Z,9.0285
2023-01-21T09:00:00Z,8.7241
2023-01-21T10:00:00Z,8.6921
2023-01-21T11:00:00Z,8.3132
2023-01-21T12:00:00Z,7.4773
2023-01-21T13:00:00Z,7.4623
2023-01-21T14:00:00Z,6.769
2023-01-21T15:00:00Z,7.0456
2023-01-21T16:00:00Z,7.7228
2023-01-21T17:00:00Z,7.5174
2023-01-21T18:00:00Z,8.6689
2023-01-21T19:00:00Z,9.3947
2023-01-21T20:00:00Z,8.4854
2023-01-21T21:00:00Z,8.2057
2023-01-21T22:00:00Z,7.3238
2023-01-21T23:00:00Z,7.2022
2023-01-22T00:00:00Z,7.1151
2023-01-22T01:00:00Z,7.1821
2023-01-22T02:00:00Z,6.636
2023-01-22T03:00:00Z,6.1566
2023-01-22T04:00:00Z,5.5476
2023-01-22T05:00:00Z,6.4171
2023-01-22T06:00:00Z,7.7144
2023-01-22T07:00:00Z,8.1085
2023-01-22T08:00:00Z,8.7674
2023-01-22T09:00:00Z,8.6504
2023-01-22T10:00:00Z,8.9317
2023-01-22T11:00:00Z,7.8967
2023-01-22T12:00:00Z,7.3591
2023-01-22T13:00:00Z,7.4939
2023-01-22T14:00:00Z,7.297
2023-01-22T15:00:00Z,7.6263
2023-01-22T16:00:00Z,7.997
2023-01-22T17:00:00Z,8.0267
2023-01-22T18:00:00Z,9.0397
2023-01-22T19:00:00Z,9.9281
2023-01-22T20:00:00Z,9.2912
2023-01-22T21:00:00Z,8.4024
2023-01-22T22:00:00Z,7.9555
2023-01-22T23:00:00Z,7.1083
2023-01-23T00:00:00Z,8.1837
2023-01-23T01:00:00Z,8.3481
2023-01-23T02:00:00Z,8.0914
2023-01-23T03:00:00Z,6.6878
2023-01-23T04:00:00Z,6.4524
2023-01-23T05:00:00Z,7.1651
2023-01-23T06:00:00Z,7.9195
2023-01-23T07:00:00Z,8.7319
2023-01-23T08:00:00Z,9.7216
2023-01-23T09:00:00Z,9.6936
2023-01-23T10:00:00Z,8.9873
2023-01-23T11:00:00Z,9.0327
2023-01-23T12:00:00Z,8.2744
2023-01-23T13:00:00Z,7.9073
2023-01-23T14:00:00Z,7.573
2023-01-23T15:00:00Z,8.3983
2023-01-23T16:00:00Z,7.696
2023-01-23T17:00:00Z,8.4788
2023-01-23T18:00:00Z,9.7185
2023-01-23T19:00:00Z,10.5687
2023-01-23T20:00:00Z,10.1941
2023-01-23T21:00:00Z,8.642
2023-01-23T22:00:00Z,8.3104
2023-01-23T23:00:00Z,7.6365
2023-01-24T00:00:00Z,8.2961
2023-01-24T01:00:00Z,7.4824
2023-01-24T02:00:00Z,7.5622
2023-01-24T03:00:00Z,7.2396
2023-01-24T04:00:00Z,6.4612
2023-01-24T05:00:00Z,7.4913
2023-01-24T06:00:00Z,7.7452
2023-01-24T07:00:00Z,8.9602
2023-01-24T08:00:00Z,9.7724
2023-01-24T09:00:00Z,9.7577
2023-01-24T10:00:00Z,9.9396
2023-01-24T11:00:00Z,9.0886
2023-01-24T12:00:00Z,7.9105
2023-01-24T13:00:00Z,9.3143
2023-01-24T14:00:00Z,8.2373
2023-01-24T15:00:00Z,8.1263
2023-01-24T16:00:00Z,7.9445
2023-01-24T17:00:00Z,9.0131
2023-01-24T18:00:00Z,9.6632
2023-01-24T19:00:00Z,10.3933
2023-01-24T20:00:00Z,9.9127
2023-01-24T21:00:00Z,9.5444
2023-01-24T22:00:00Z,8.4063
2023-01-24T23:00:00Z,8.2437
2023-01-25T00:00:00Z,8.1045
2023-01-25T01:00:00Z,7.8808
2023-01-25T02:00:00Z,7.5501
2023-01-25T03:00:00Z,7.26
2023-01-25T04:00:00Z,6.7619
2023-01-25T05:00:00Z,6.8614
2023-01-25T06:00:00Z,7.6722
2023-01-25T07:00:00Z,8.8292
2023-01-25T08:00:00Z,9.8649
2023-01-25T09:00:00Z,9.7914
2023-01-25T10:00:00Z,10.0476
2023-01-25T11:00:00Z,8.6916
2023-01-25T12:00:00Z,8.4442
2023-01-25T13:00:00Z,7.3718
2023-01-25T14:00:00Z,7.864
2023-01-25T15:00:00Z,8.0014
2023-01-25T16:00:00Z,8.5175
2023-01-25T17:00:00Z,9.5018
2023-01-25T18:00:00Z,9.8117
2023-01-25T19:00:00Z,10.6362
2023-01-25T20:00:00Z,9.9997
2023-01-25T21:00:00Z,9.2844
2023-01-25T22:00:00Z,8.2238
2023-01-25T23:00:00Z,8.5052
2023-01-26T00:00:00Z,7.6709
2023-01-26T01:00:00Z,8.0739
2023-01-26T02:00:00Z,7.3195
2023-01-26T03:00:00Z,6.7742
2023-01-26T04:00:00Z,6.0895
2023-01-26T05:00:00Z,6.8954
2023-01-26T06:00:00Z,8.1116
2023-01-26T07:00:00Z,8.8288
2023-01-26T08:00:00Z,9.1121
2023-01-26T09:00:00Z,10.2409
2023-01-26T10:00:00Z,9.6248
2023-01-26T11:00:00Z,9.2266
2023-01-26T12:00:00Z,8.6373
2023-01-26T13:00:00Z,7.9273
2023-01-26T14:00:00Z,7.4592
2023-01-26T15:00:00Z,7.8195
2023-01-26T16:00:00Z,8.7317
2023-01-26T17:00:00Z,8.6725
2023-01-26T18:00:00Z,10.046
2023-01-26T19:00:00Z,10.0163
2023-01-26T20:00:00Z,9.9191
2023-01-26T21:00:00Z,8.4413
2023-01-26T22:00:00Z,8.7138
2023-01-26T23:00:00Z,8.0778
2023-01-27T00:00:00Z,8.2585
2023-01-27T01:00:00Z,7.9823
2023-01-27T02:00:00Z,7.8445
2023-01-27T03:00:00Z,6.8991
2023-01-27T04:00:00Z,6.7509
2023-01-27T05:00:00Z,6.5974
2023-01-27T06:00:00Z,7.682
2023-01-27T07:00:00Z,9.0671
2023-01-27T08:00:00Z,9.5047
2023-01-27T09:00:00Z,9.731
2023-01-27T10:00:00Z,9.4698
2023-01-27T11:00:00Z,9.0747
2023-01-27T12:00:00Z,8.2238
2023-01-27T13:00:00Z,8.2798
2023-01-27T14:00:00Z,7.768
2023-01-27T15:00:00Z,7.972
2023-01-27T16:00:00Z,8.6597
2023-01-27T17:00:00Z,9.3099
2023-01-27T18:00:00Z,9.4721
2023-01-27T19:00:00Z,10.4516
2023-01-27T20:00:00Z,9.4895
2023-01-27T21:00:00Z,9.2084
2023-01-27T22:00:00Z,7.794
2023-01-27T23:00:00Z,7.7545
2023-01-28T00:00:00Z,7.0401
2023-01-28T01:00:00Z,7.0754
2023-01-28T02:00:00Z,7.2322
2023-01-28T03:00:00Z,6.4009
2023-01-28T04:00:00Z,6.2005
2023-01-28T05:00:00Z,6.6123
2023-01-28T06:00:00Z,7.1214
2023-01-28T07:00:00Z,7.9696
2023-01-28T08:00:00Z,9.0371
2023-01-28T09:00:00Z,9.0118
2023-01-28T10:00:00Z,8.6766
2023-01-28T11:00:00Z,7.7236
2023-01-28T12:00:00Z,7.5698
2023-01-28T13:00:00Z,6.4894
2023-01-28T14:00:00Z,7.1059
2023-01-28T15:00:00Z,7.0002
2023-01-28T16:00:00Z,7.7719
2023-01-28T17:00:00Z,8.045
2023-01-28T18:00:00Z,8.9025
2023-01-28T19:00:00Z,9.8041
2023-01-28T20:00:00Z,8.6865
2023-01-28T21:00:00Z,8.2835
2023-01-28T22:00:00Z,6.9951
2023-01-28T23:00:00Z,7.3166
2023-01-29T00:00:00Z,7.3158
2023-01-29T01:00:00Z,7.3833
2023-01-29T02:00:00Z,6.5355
2023-01-29T03:00:00Z,6.2256
2023-01-29T04:00:00Z,5.8234
2023-01-29T05:00:00Z,6.2445
2023-01-29T06:00:00Z,7.2512
2023-01-29T07:00:00Z,8.1885
2023-01-29T08:00:00Z,8.8358
2023-01-29T09:00:00Z,8.7008
2023-01-29T10:00:00Z,8.3649
2023-01-29T11:00:00Z,8.876
2023-01-29T12:00:00Z,8.1777
2023-01-29T13:00:00Z,6.9092
2023-01-29T14:00:00Z,7.3778
2023-01-29T15:00:00Z,7.4824
2023-01-29T16:00:00Z,7.7896
2023-01-29T17:00:00Z,8.2307
2023-01-29T18:00:00Z,8.7231
2023-01-29T19:00:00Z,9.3453
2023-01-29T20:00:00Z,8.8539
2023-01-29T21:00:00Z,8.2288
2023-01-29T22:00:00Z,7.4831
2023-01-29T23:00:00Z,7.2502
2023-01-30T00:00:00Z,8.2983
2023-01-30T01:00:00Z,8.2945
2023-01-30T02:00:00Z,7.2508
2023-01-30T03:00:00Z,6.7917
2023-01-30T04:00:00Z,6.2907
2023-01-30T05:00:00Z,7.4174
